Date,Open,High,Low,Close,Volume,Asset_name
2024-07-20 08:00:00,40.0,78.68,40.0,69.9,1012570.074,BANANAUSDT
2024-07-20 12:00:00,69.88,70.68,64.47,65.12,272258.648,BANANAUSDT
2024-07-20 16:00:00,65.11,67.45,62.6,66.37,182774.237,BANANAUSDT
2024-07-20 20:00:00,66.37,67.85,63.0,64.17,76166.612,BANANAUSDT
2024-07-21 00:00:00,64.16,67.5,63.39,64.99,91671.029,BANANAUSDT
2024-07-21 04:00:00,64.99,65.3,60.41,60.93,169429.359,BANANAUSDT
2024-07-21 08:00:00,60.94,62.4,60.32,62.01,92413.684,BANANAUSDT
2024-07-21 12:00:00,62.01,73.4,62.0,71.92,305991.829,BANANAUSDT
2024-07-21 16:00:00,71.85,78.0,68.18,71.58,429381.147,BANANAUSDT
2024-07-21 20:00:00,71.52,71.56,61.64,62.0,227263.077,BANANAUSDT
2024-07-22 00:00:00,61.96,65.35,61.5,65.22,223333.443,BANANAUSDT
2024-07-22 04:00:00,65.23,65.4,63.0,63.41,103327.072,BANANAUSDT
2024-07-22 08:00:00,63.41,64.53,62.07,63.27,80363.583,BANANAUSDT
2024-07-22 12:00:00,63.29,65.58,63.0,64.28,100622.307,BANANAUSDT
2024-07-22 16:00:00,64.28,64.4,62.92,64.03,47610.144,BANANAUSDT
2024-07-22 20:00:00,64.0,64.22,61.52,61.69,43020.282,BANANAUSDT
2024-07-23 00:00:00,61.74,63.98,61.63,62.5,43772.17,BANANAUSDT
2024-07-23 04:00:00,62.5,62.76,56.75,58.18,131906.652,BANANAUSDT
2024-07-23 08:00:00,58.2,63.0,58.09,60.96,132125.891,BANANAUSDT
2024-07-23 12:00:00,60.96,61.39,59.03,60.34,78188.966,BANANAUSDT
2024-07-23 16:00:00,60.38,60.39,56.3,59.08,72941.583,BANANAUSDT
2024-07-23 20:00:00,59.05,60.55,58.58,60.17,27604.729,BANANAUSDT
2024-07-24 00:00:00,60.19,61.0,59.7,59.88,22579.005,BANANAUSDT
2024-07-24 04:00:00,59.92,63.59,58.37,62.97,94394.453,BANANAUSDT
2024-07-24 08:00:00,62.97,66.94,61.82,65.19,117593.973,BANANAUSDT
2024-07-24 12:00:00,65.12,65.41,60.7,61.49,137627.158,BANANAUSDT
2024-07-24 16:00:00,61.53,61.92,60.27,60.6,45331.698,BANANAUSDT
2024-07-24 20:00:00,60.59,61.09,58.4,58.66,43507.639,BANANAUSDT
2024-07-25 00:00:00,58.7,59.99,57.5,58.06,68252.103,BANANAUSDT
2024-07-25 04:00:00,58.05,63.4,57.6,60.51,113541.871,BANANAUSDT
2024-07-25 08:00:00,60.52,60.59,58.8,59.92,57674.897,BANANAUSDT
2024-07-25 12:00:00,59.95,61.11,57.55,60.33,111430.205,BANANAUSDT
